
20 December 2020,03:52:20,O_Yuuki_O,5,washer-ezlink
20 December 2020,03:52:33,O_Yuuki_O,14,dryer-ezlink
20 December 2020,03:52:40,O_Yuuki_O,17,dryer-coin
